scope,t,measurement,prob.mean,prob.sigma,condition,prob.type
ode_,120,0,SOCS3_au,sd_SOCS3_au,task1,normal
ode_,180,0,SOCS3_au,sd_SOCS3_au,task1,normal
ode_,240,-0.013342098,SOCS3_au,sd_SOCS3_au,task1,normal

start_,0,-0.236382235,tSTAT5_au,sd_STAT5_au,task1,normal
ode_,5,0,tSTAT5_au,sd_STAT5_au,task1,normal
ode_,10,-0.164299243,tSTAT5_au,sd_STAT5_au,task1,normal
ode_,20,-0.248148117,tSTAT5_au,sd_STAT5_au,task1,normal
ode_,60,-0.065581965,tSTAT5_au,sd_STAT5_au,task1,normal
ode_,80,-0.167295929,tSTAT5_au,sd_STAT5_au,task1,normal
ode_,100,-0.126338958,tSTAT5_au,sd_STAT5_au,task1,normal
ode_,120,-0.058477847,tSTAT5_au,sd_STAT5_au,task1,normal
ode_,140,-0.193369242,tSTAT5_au,sd_STAT5_au,task1,normal
ode_,160,-0.153513805,tSTAT5_au,sd_STAT5_au,task1,normal
ode_,180,-0.07511123,tSTAT5_au,sd_STAT5_au,task1,normal
ode_,220,-0.240428041,tSTAT5_au,sd_STAT5_au,task1,normal
ode_,240,-0.14101425,tSTAT5_au,sd_STAT5_au,task1,normal

start_,0,-2.962725324,pSTAT5_au,sd_STAT5_au,task1,normal
ode_,5,0,pSTAT5_au,sd_STAT5_au,task1,normal
ode_,10,-0.042110608,pSTAT5_au,sd_STAT5_au,task1,normal
ode_,20,-0.251698447,pSTAT5_au,sd_STAT5_au,task1,normal
ode_,60,-0.40795407,pSTAT5_au,sd_STAT5_au,task1,normal
ode_,80,-0.772185698,pSTAT5_au,sd_STAT5_au,task1,normal
ode_,100,-0.786955623,pSTAT5_au,sd_STAT5_au,task1,normal
ode_,120,-0.712454537,pSTAT5_au,sd_STAT5_au,task1,normal
ode_,140,-0.914700204,pSTAT5_au,sd_STAT5_au,task1,normal
ode_,160,-0.897636959,pSTAT5_au,sd_STAT5_au,task1,normal
ode_,180,-0.53518778,pSTAT5_au,sd_STAT5_au,task1,normal
ode_,220,-1.066894031,pSTAT5_au,sd_STAT5_au,task1,normal
ode_,240,-0.559227992,pSTAT5_au,sd_STAT5_au,task1,normal
